ExpID: 1768622538
Start Location: 1000
Location: Chicago_sat
Number of Location: 1000
StartTime: 2026-01-16 23:02:18.463105

Item: 1000, Location ID: tzzH1opTDd2sVPxCFza03Q_41.878805_-87.644035, lat:41.878805, long:-87.644035, alt2282, time(sec): 15.123999118804932
Item: 1171, Location ID: w2wB9AKradRAT5kC_fXpAQ_41.889004_-87.674399, lat:41.889004, long:-87.674399, alt2284, time(sec): 14.174377679824829
Item: 1172, Location ID: M7_CVoQYOCGBrQXmXYIbFg_41.891539_-87.677683, lat:41.891539, long:-87.677683, alt2284, time(sec): 14.182336330413818
Item: 1173, Location ID: f5XTX2gxbiWpFribdBNc4g_41.884467_-87.627429, lat:41.884467, long:-87.627429, alt2282, time(sec): 17.17490243911743
Item: 1174, Location ID: oPx5VYl9rSJxY-YM8JKoZQ_41.877134_-87.635239, lat:41.877134, long:-87.635239, alt2281, time(sec): 16.151225090026855
Item: 1175, Location ID: Nh0TDANLaye0v2xFYRrpWg_41.894791_-87.677568, lat:41.894791, long:-87.677568, alt2282, time(sec): 15.17642092704773
Item: 1176, Location ID: ZRgbO2afvTz5PE5HVtZNAw_41.874290_-87.647034, lat:41.87429, long:-87.647034, alt2280, time(sec): 15.175996780395508
Item: 1177, Location ID: 2Q62q-fp0-b640_PW_brWQ_41.879032_-87.659880, lat:41.879032, long:-87.65988, alt2283, time(sec): 15.191470623016357
Item: 1178, Location ID: -ZOK9WgTPxdhCSXjtr6sTw_41.882173_-87.680780, lat:41.882173, long:-87.68078, alt2284, time(sec): 14.256265640258789
Item: 1179, Location ID: 1Ivz-zM_4le21cXGkMC5jA_41.855261_-87.653660, lat:41.855261, long:-87.65366, alt2281, time(sec): 16.182687759399414
Item: 1180, Location ID: C8DzoocJvz0AgdT_CACTQA_41.892701_-87.674533, lat:41.892701, long:-87.674533, alt2283, time(sec): 14.137151002883911
Item: 1181, Location ID: Y_BoJ5PP5JZUHYs_DhVxmg_41.859857_-87.649932, lat:41.859857, long:-87.649932, alt2282, time(sec): 15.154554605484009
Item: 1182, Location ID: q6Popqm2sk1xc_ADXcQWmw_41.852592_-87.679820, lat:41.852592, long:-87.67982, alt2281, time(sec): 15.12924838066101
Item: 1183, Location ID: CkE0ApV1A-tCsxZu7EUCnQ_41.894249_-87.689274, lat:41.894249, long:-87.689274, alt2283, time(sec): 15.1475088596344
Item: 1184, Location ID: 1kb7YZQHIzMS2NVQfu852Q_41.865988_-87.668062, lat:41.865988, long:-87.668062, alt2281, time(sec): 15.152522563934326
Item: 1185, Location ID: oVQXYPkU2N6TtXPObat7bA_41.861297_-87.654162, lat:41.861297, long:-87.654162, alt2284, time(sec): 14.196127653121948
Item: 1186, Location ID: wdwEddoCDOHTlsn2_2pCNw_41.874339_-87.642820, lat:41.874339, long:-87.64282, alt2285, time(sec): 14.139149188995361
Item: 1187, Location ID: oZ5dpQfCJFW5pQK16KrM9Q_41.881180_-87.633809, lat:41.88118, long:-87.633809, alt2283, time(sec): 16.18958020210266
Item: 1188, Location ID: xPu0x1osgqaQzuG-eu3dOw_41.856839_-87.670109, lat:41.856839, long:-87.670109, alt2281, time(sec): 15.140012741088867
Item: 1189, Location ID: 7tkwim9blFjkbcobqrOdiQ_41.858377_-87.645666, lat:41.858377, long:-87.645666, alt2286, time(sec): 14.25499153137207
Item: 1190, Location ID: 1P2GsmapqBvrx0QiNUPyFQ_41.885116_-87.673626, lat:41.885116, long:-87.673626, alt2281, time(sec): 14.179664611816406
Item: 1191, Location ID: _bvNuUllp4cGfudi3wBSwQ_41.853985_-87.679066, lat:41.853985, long:-87.679066, alt2283, time(sec): 14.220820903778076
Item: 1192, Location ID: wREA6u46LqXfH6IoeleMnw_41.855731_-87.687443, lat:41.855731, long:-87.687443, alt2284, time(sec): 14.150387048721313
Item: 1193, Location ID: RwGOmut3hUijuTmeFXuT1Q_41.868081_-87.632757, lat:41.868081, long:-87.632757, alt2277, time(sec): 16.151707410812378
Item: 1194, Location ID: G8rvBI_FZZdOjKudQtAjVQ_41.874140_-87.629664, lat:41.87414, long:-87.629664, alt2291, time(sec): 16.145385265350342
Item: 1195, Location ID: 51EJ9PZLBVrD51ldmE1lOQ_41.862566_-87.652382, lat:41.862566, long:-87.652382, alt2283, time(sec): 14.188588380813599
Item: 1196, Location ID: OFLW8ENhRFry7PUtWR7JWA_41.875989_-87.682262, lat:41.875989, long:-87.682262, alt2282, time(sec): 15.170998334884644
Item: 1197, Location ID: h_VX0Xz_3PWOpBri54Wu3A_41.861535_-87.662497, lat:41.861535, long:-87.662497, alt2290, time(sec): 14.137043952941895
Item: 1198, Location ID: WhuyLsK9p9uaFR8GrRgP0Q_41.869591_-87.650868, lat:41.869591, long:-87.650868, alt2282, time(sec): 15.188249588012695
Item: 1199, Location ID: V5YDJYfLeepcVHXkKE4WXg_41.886190_-87.619135, lat:41.88619, long:-87.619135, alt2287, time(sec): 17.151529550552368
Item: 1200, Location ID: 7MpJe0F2Prpmy1vpTqYS1g_41.884675_-87.655211, lat:41.884675, long:-87.655211, alt2284, time(sec): 16.225945711135864
Item: 1201, Location ID: hmdNXAvBmaaj1fgc2-4xWg_41.889795_-87.672505, lat:41.889795, long:-87.672505, alt2283, time(sec): 14.175843477249146
Item: 1202, Location ID: Zv1ot74XNk4UchNr8Lyx6A_41.876983_-87.659450, lat:41.876983, long:-87.65945, alt2279, time(sec): 16.129846572875977
Item: 1203, Location ID: __4MbMvnUqLmZyRwDl277Q_41.868921_-87.662950, lat:41.868921, long:-87.66295, alt2283, time(sec): 15.159573793411255
Item: 1204, Location ID: zz67GllWEoYlr6HV9CofEA_41.885654_-87.687803, lat:41.885654, long:-87.687803, alt2284, time(sec): 15.175294399261475
Item: 1205, Location ID: gjWCF3C85kxUNepQ0DzBMg_41.874425_-87.686581, lat:41.874425, long:-87.686581, alt2283, time(sec): 14.165602922439575
Item: 1206, Location ID: 9xJWiXN0yAKHFSo6dKHZDQ_41.874046_-87.649868, lat:41.874046, long:-87.649868, alt2283, time(sec): 15.198541641235352
Item: 1207, Location ID: Ex2eqGXyXphbR3Wsf3U7nA_41.892101_-87.688405, lat:41.892101, long:-87.688405, alt2285, time(sec): 15.152873039245605
Item: 1208, Location ID: bBCGl9r8pqdrHuKZWEPtkw_41.865850_-87.677939, lat:41.86585, long:-87.677939, alt2288, time(sec): 15.131155490875244
Item: 1209, Location ID: 9r_Few6wtIOtN6eqC4v8yw_41.887717_-87.674815, lat:41.887717, long:-87.674815, alt2282, time(sec): 14.178990364074707
Item: 1210, Location ID: 4MDSbDFG5y7Aq9dr5UlbTg_41.885561_-87.654912, lat:41.885561, long:-87.654912, alt2284, time(sec): 14.161672592163086
Item: 1211, Location ID: _XDFGxhL1kbrppuwpt3guw_41.882513_-87.691043, lat:41.882513, long:-87.691043, alt2284, time(sec): 14.148234844207764
Item: 1212, Location ID: z-RsUOPBMILm3lt7P3Rr1w_41.881254_-87.679682, lat:41.881254, long:-87.679682, alt2284, time(sec): 14.17357873916626
Item: 1213, Location ID: uMfxtmz0l0Nl_DI8Z7CHng_41.890110_-87.629640, lat:41.89011, long:-87.62964, alt2290, time(sec): 17.21515130996704
Item: 1214, Location ID: NsUo7NxqGZUeu17UJTYb6w_41.881101_-87.689124, lat:41.881101, long:-87.689124, alt2283, time(sec): 14.123517751693726
Item: 1215, Location ID: f1IyPFpk8Vbug7oAfJcj5g_41.886142_-87.625260, lat:41.886142, long:-87.62526, alt2283, time(sec): 15.149640321731567
Item: 1216, Location ID: e2GsBZpeM4SL8cDAb3fvHQ_41.888113_-87.656849, lat:41.888113, long:-87.656849, alt2281, time(sec): 14.186285972595215
Item: 1217, Location ID: crnZKSWfAQBXQuMAm_XWtQ_41.879362_-87.624238, lat:41.879362, long:-87.624238, alt2313, time(sec): 16.20190453529358
Item: 1218, Location ID: N-Kc1FUyra-hfhPUg8iqpg_41.861804_-87.691052, lat:41.861804, long:-87.691052, alt2284, time(sec): 15.181910037994385
Item: 1219, Location ID: Sww5s_rIkJw6_I8RUC8Mew_41.883497_-87.683513, lat:41.883497, long:-87.683513, alt2286, time(sec): 14.157632827758789
Item: 1220, Location ID: nCA8gB-vqKOVvHhz5UaZBg_41.894449_-87.682850, lat:41.894449, long:-87.68285, alt2286, time(sec): 15.19480848312378
Item: 1221, Location ID: OQxAisED12Wsdmys9PsOhw_41.853912_-87.661227, lat:41.853912, long:-87.661227, alt2281, time(sec): 15.1715829372406
Item: 1222, Location ID: 49gs2xmNsQ7b4rnZabv2ug_41.873113_-87.674951, lat:41.873113, long:-87.674951, alt2283, time(sec): 15.14770770072937
Item: 1223, Location ID: TExaJfrNPxKQOtExS8xjsw_41.852752_-87.668207, lat:41.852752, long:-87.668207, alt2283, time(sec): 15.26033067703247
Item: 1224, Location ID: rUq9-jfvKv_oCWfjnw3kfg_41.877589_-87.683175, lat:41.877589, long:-87.683175, alt2282, time(sec): 14.135847806930542
Item: 1225, Location ID: Xzxppv_O1c2ILthHGRQjUg_41.888960_-87.639970, lat:41.88896, long:-87.63997, alt2277, time(sec): 17.158053874969482
Item: 1226, Location ID: qXRKtMEhQZfQRlvKiwPq1Q_41.885938_-87.620642, lat:41.885938, long:-87.620642, alt2293, time(sec): 15.143447399139404
Item: 1227, Location ID: KbmLLR2ZtHkJNmHUZlYEPA_41.859120_-87.670056, lat:41.85912, long:-87.670056, alt2284, time(sec): 15.19900369644165
Item: 1228, Location ID: mHe5Cxj2uYeCiqjChx1INg_41.877653_-87.666100, lat:41.877653, long:-87.6661, alt2282, time(sec): 15.165905714035034
Item: 1229, Location ID: 06PGqZm2p0Xgrr7NmxGBHA_41.861871_-87.665579, lat:41.861871, long:-87.665579, alt2283, time(sec): 14.146286725997925
Item: 1230, Location ID: uldlpDqXSJ7E3-RuGkgytA_41.892445_-87.630513, lat:41.892445, long:-87.630513, alt2288, time(sec): 16.136883974075317
Item: 1231, Location ID: ySTjEOCqOISaqd2Tjd7aqg_41.853504_-87.634011, lat:41.853504, long:-87.634011, alt2282, time(sec): 15.152025699615479
Item: 1232, Location ID: h9F7CTLAF_62SwSXj8RgBg_41.892370_-87.632959, lat:41.89237, long:-87.632959, alt2287, time(sec): 15.135579347610474
Item: 1233, Location ID: USv6o53-qYRIphInydGtKw_41.873922_-87.653397, lat:41.873922, long:-87.653397, alt2285, time(sec): 15.126301765441895
Item: 1234, Location ID: LpXTiro-nIYi5fV5imGUHg_41.874771_-87.666702, lat:41.874771, long:-87.666702, alt2280, time(sec): 14.198278188705444
Item: 1235, Location ID: Df6wjj_aoCrRa4gzznmN2g_41.878779_-87.690221, lat:41.878779, long:-87.690221, alt2286, time(sec): 14.188504457473755
Item: 1236, Location ID: tQiZAZLxCYZn2SocdSE8VQ_41.852967_-87.686348, lat:41.852967, long:-87.686348, alt2284, time(sec): 15.154922485351562
Item: 1237, Location ID: GnGt9ZyFK9p5up22ctoQ1Q_41.883634_-87.649736, lat:41.883634, long:-87.649736, alt2291, time(sec): 16.168901205062866
Item: 1238, Location ID: bw_aF9bx-9eCK0h_gPlUWA_41.870737_-87.683686, lat:41.870737, long:-87.683686, alt2280, time(sec): 15.194408893585205
Item: 1239, Location ID: JNTTTcB2n2-UyRJQUKzS_A_41.881928_-87.632832, lat:41.881928, long:-87.632832, alt2283, time(sec): 18.144405841827393
Item: 1240, Location ID: wXBiMePOGhTImf1WDExKTw_41.893922_-87.688059, lat:41.893922, long:-87.688059, alt2284, time(sec): 15.232503890991211
Item: 1241, Location ID: Ks4p5c9TBJHHUKjQobduFw_41.857158_-87.663228, lat:41.857158, long:-87.663228, alt2282, time(sec): 14.1605384349823
Item: 1242, Location ID: WHk0CpJSA3F-PLazOukFXA_41.891696_-87.646756, lat:41.891696, long:-87.646756, alt2282, time(sec): 15.131882429122925
Item: 1243, Location ID: 4PJgTZW430SctjAyERDjOw_41.892572_-87.622384, lat:41.892572, long:-87.622384, alt2301, time(sec): 17.187063932418823
Item: 1244, Location ID: X7ULV75B-a7mdtLuP4tXIw_41.892175_-87.683523, lat:41.892175, long:-87.683523, alt2282, time(sec): 14.151062250137329
Item: 1245, Location ID: QMYZJP_VHt20g3r82Uqaqw_41.873143_-87.674430, lat:41.873143, long:-87.67443, alt2282, time(sec): 14.146501064300537
Item: 1246, Location ID: uN7LGTwBzrN7fZK5LURWIA_41.866462_-87.664592, lat:41.866462, long:-87.664592, alt2282, time(sec): 15.188303470611572
Item: 1247, Location ID: DFV4rWr6uNXyRXADxw-drA_41.877667_-87.633731, lat:41.877667, long:-87.633731, alt2283, time(sec): 16.229249000549316
Item: 1248, Location ID: pYRMe6uTn9uKmbIy_RAAaw_41.855907_-87.627207, lat:41.855907, long:-87.627207, alt2281, time(sec): 16.185386419296265
Item: 1249, Location ID: ZdJPUNdo-YUl9zbm3dzSrA_41.867419_-87.621021, lat:41.867419, long:-87.621021, alt2280, time(sec): 17.12930464744568
Item: 1250, Location ID: LsinYXpZWlJUR0Sz6nEThA_41.889829_-87.671652, lat:41.889829, long:-87.671652, alt2283, time(sec): 16.168372869491577
Item: 1251, Location ID: ojBxhvVamF3yqe1pmEP7IQ_41.887919_-87.622322, lat:41.887919, long:-87.622322, alt2291, time(sec): 16.157305240631104
Item: 1252, Location ID: 7HQfBKMoTkbF2td_1mJCtw_41.867409_-87.660631, lat:41.867409, long:-87.660631, alt2282, time(sec): 15.17018461227417
Item: 1253, Location ID: dzikD0eH3T5raMu73bYNpQ_41.874078_-87.622087, lat:41.874078, long:-87.622087, alt2289, time(sec): 16.192826747894287
Item: 1254, Location ID: wImyBBeEMBWYhdlmnQcNYQ_41.890733_-87.689151, lat:41.890733, long:-87.689151, alt2286, time(sec): 14.144365072250366
Item: 1255, Location ID: gm1slVErQLvHalr3X8HeDw_41.881904_-87.658787, lat:41.881904, long:-87.658787, alt2281, time(sec): 16.134628534317017
Item: 1256, Location ID: nJKnz0bT_cvx03i1iL-Zfg_41.875399_-87.669637, lat:41.875399, long:-87.669637, alt2282, time(sec): 15.130389213562012
Item: 1257, Location ID: ZAQ8jagAbi0etmJjonF9Ng_41.878557_-87.687258, lat:41.878557, long:-87.687258, alt2283, time(sec): 14.161649703979492
Item: 1258, Location ID: cKbU7ERjffpfayTB7tDExA_41.889507_-87.645068, lat:41.889507, long:-87.645068, alt2286, time(sec): 15.161633253097534
Item: 1259, Location ID: KvFJ78G_1WYm6lD5xnL2SQ_41.886549_-87.666019, lat:41.886549, long:-87.666019, alt2281, time(sec): 15.18310809135437
Item: 1260, Location ID: SNSDZ5PeuGYzMWcxy9glSA_41.878532_-87.679015, lat:41.878532, long:-87.679015, alt2282, time(sec): 14.143996477127075
Item: 1261, Location ID: KrwekVe5C85erSCKH4DECg_41.876858_-87.634252, lat:41.876858, long:-87.634252, alt2281, time(sec): 15.124516725540161
Item: 1262, Location ID: NWgph4I1Rod_K_88aHmkxA_41.869007_-87.633468, lat:41.869007, long:-87.633468, alt2280, time(sec): 16.18857717514038
Item: 1263, Location ID: UpfQlmuYokdXg7OX4d7Kig_41.880648_-87.685371, lat:41.880648, long:-87.685371, alt2281, time(sec): 14.192692995071411
Item: 1264, Location ID: 6NpYogiynptoKaJyXnd3Wg_41.880165_-87.668710, lat:41.880165, long:-87.66871, alt2284, time(sec): 15.146225214004517
Item: 1265, Location ID: z99AG_WXRWIuUxOp6IA2jw_41.852736_-87.642297, lat:41.852736, long:-87.642297, alt2281, time(sec): 16.14876890182495
Item: 1266, Location ID: HvCKlTZB28KFxw_4NGfoxw_41.892103_-87.689008, lat:41.892103, long:-87.689008, alt2284, time(sec): 14.151565074920654
Item: 1267, Location ID: P_H34jcN3If6-rdkQQ_E7g_41.889716_-87.654619, lat:41.889716, long:-87.654619, alt2278, time(sec): 16.170016288757324
Item: 1268, Location ID: FhbkQ9s7QdZzT360hYAgBg_41.879521_-87.668291, lat:41.879521, long:-87.668291, alt2281, time(sec): 14.133757829666138
Item: 1269, Location ID: YGW9gNonhj5PyUdG_Eaenw_41.894352_-87.689847, lat:41.894352, long:-87.689847, alt2283, time(sec): 14.146146535873413
Item: 1270, Location ID: kHfFNkLN4FI5jZxxu_B0mw_41.853005_-87.682229, lat:41.853005, long:-87.682229, alt2284, time(sec): 15.14499831199646
Item: 1271, Location ID: XWrf6XXuSE6wsU6HgDEs_w_41.870306_-87.629542, lat:41.870306, long:-87.629542, alt2287, time(sec): 15.157875061035156
Item: 1272, Location ID: TkwvQoEAcbTZzEwD_2_IQw_41.860529_-87.634612, lat:41.860529, long:-87.634612, alt2291, time(sec): 15.162926435470581
Item: 1273, Location ID: Ho2YS3j91zJB20tHrdWrqg_41.871888_-87.624581, lat:41.871888, long:-87.624581, alt2287, time(sec): 15.180750370025635
Item: 1274, Location ID: jMt4RujEvFDofqbtsNTKxQ_41.856784_-87.640821, lat:41.856784, long:-87.640821, alt2283, time(sec): 14.167789697647095
Item: 1275, Location ID: F887Ef0A7ZgC26jBAxhBbQ_41.864680_-87.653101, lat:41.86468, long:-87.653101, alt2288, time(sec): 15.151489496231079
Item: 1276, Location ID: lW8gmmW8w6viDq4eQ10-gQ_41.854941_-87.674723, lat:41.854941, long:-87.674723, alt2282, time(sec): 15.138379573822021
Item: 1277, Location ID: svupdHCB2GZDt2_PNAAgdw_41.888657_-87.676081, lat:41.888657, long:-87.676081, alt2284, time(sec): 15.143948316574097
Item: 1278, Location ID: 6yQk3zHNQf-PAHa2X4P7jA_41.881407_-87.684965, lat:41.881407, long:-87.684965, alt2282, time(sec): 14.163315534591675
Item: 1279, Location ID: PFETXZR-NAl7nSBHy6duVg_41.884688_-87.655634, lat:41.884688, long:-87.655634, alt2283, time(sec): 15.130642414093018
Item: 1280, Location ID: RwwmCVHc2yW4z9m9zErlCA_41.865232_-87.657830, lat:41.865232, long:-87.65783, alt2285, time(sec): 14.301977634429932
Item: 1281, Location ID: cfqmaX2vvFyuHTRZkew7lA_41.889951_-87.638049, lat:41.889951, long:-87.638049, alt2283, time(sec): 17.169400930404663
Item: 1282, Location ID: cWpmXwDEl1UE5yi9p2z26A_41.873255_-87.667417, lat:41.873255, long:-87.667417, alt2287, time(sec): 15.186981678009033
Item: 1283, Location ID: dT6U4ta4OYmDSJDF9QmLjg_41.885922_-87.689016, lat:41.885922, long:-87.689016, alt2285, time(sec): 14.161157608032227
Item: 1284, Location ID: 5fj_22hVN2_6WVIBy0Pv6g_41.853823_-87.630107, lat:41.853823, long:-87.630107, alt2283, time(sec): 15.176307439804077
Item: 1285, Location ID: XE9JzW5-x4GPZGE_My1Nlw_41.889056_-87.619020, lat:41.889056, long:-87.61902, alt2280, time(sec): 17.180506706237793
Item: 1286, Location ID: WNCz0N0rhNojURyMSRXlaQ_41.887772_-87.630624, lat:41.887772, long:-87.630624, alt2290, time(sec): 17.228271007537842
Item: 1287, Location ID: w4PY5Z_tc9f25N0VBavpaA_41.873241_-87.632591, lat:41.873241, long:-87.632591, alt2282, time(sec): 15.171460390090942
Item: 1288, Location ID: MNC3KY4JJi2gz2Bi9foV5w_41.858879_-87.641907, lat:41.858879, long:-87.641907, alt2281, time(sec): 15.13769245147705
Item: 1289, Location ID: j5vMOASer6fqpizHOCihhQ_41.878660_-87.683328, lat:41.87866, long:-87.683328, alt2283, time(sec): 14.141463994979858
Item: 1290, Location ID: C8nKihxWjujbw1fQjaZjAA_41.893007_-87.628082, lat:41.893007, long:-87.628082, alt2298, time(sec): 17.198442697525024
Item: 1291, Location ID: j5Dif91gyGs58vcJlB5Sqg_41.877907_-87.691094, lat:41.877907, long:-87.691094, alt2283, time(sec): 14.155620098114014
Item: 1292, Location ID: gUl3LNwWWuXwzpUbnoQ3zg_41.893367_-87.623287, lat:41.893367, long:-87.623287, alt2288, time(sec): 15.127163648605347
Item: 1293, Location ID: yeOTPzZMEh5nsBEjTAGN8w_41.854173_-87.638547, lat:41.854173, long:-87.638547, alt2287, time(sec): 14.147321462631226
Item: 1294, Location ID: VfYrbwHoTZEezHXiu6O7gw_41.861822_-87.634665, lat:41.861822, long:-87.634665, alt2280, time(sec): 14.155644416809082
Item: 1295, Location ID: 8t2cNAIL2Yiiy8FSPCkglA_41.889405_-87.671964, lat:41.889405, long:-87.671964, alt2283, time(sec): 15.218920469284058
Item: 1296, Location ID: yS5qs4ZwerbquGeIXw_gbA_41.894242_-87.619377, lat:41.894242, long:-87.619377, alt2286, time(sec): 15.103150129318237
Item: 1297, Location ID: jNb8Jaxwg5gPbdhWfCwi8A_41.856624_-87.628283, lat:41.856624, long:-87.628283, alt2283, time(sec): 15.158156156539917
Item: 1298, Location ID: uj6wV-nSPUsEyN65dXtKeg_41.885620_-87.672359, lat:41.88562, long:-87.672359, alt2282, time(sec): 14.15959620475769
Item: 1299, Location ID: AwJ3IMahdd1fP2-6mNRYdw_41.859688_-87.660806, lat:41.859688, long:-87.660806, alt2285, time(sec): 15.098379850387573
Item: 1300, Location ID: 5NJcujtznHcTRlzDOI8e6g_41.887390_-87.649403, lat:41.88739, long:-87.649403, alt2282, time(sec): 15.136719226837158
Item: 1301, Location ID: Nkuvdx6mhegclWVhWSKhQQ_41.894451_-87.687419, lat:41.894451, long:-87.687419, alt2285, time(sec): 15.236043930053711
Item: 1302, Location ID: Xe2hXEox9jPyVDwRLAyqIg_41.880683_-87.631722, lat:41.880683, long:-87.631722, alt2283, time(sec): 18.234204053878784
Item: 1303, Location ID: lF3HGplNkPvY7HFfoQmm0Q_41.887784_-87.643610, lat:41.887784, long:-87.64361, alt2276, time(sec): 15.147762537002563
Item: 1304, Location ID: d_fzY2cEuwHSltC0r24MXA_41.892516_-87.658597, lat:41.892516, long:-87.658597, alt2282, time(sec): 16.2173969745636
Item: 1305, Location ID: FY9yuqXLqfDsJgsrGBWfaw_41.871222_-87.629557, lat:41.871222, long:-87.629557, alt2279, time(sec): 16.200769662857056
Item: 1306, Location ID: aKqRpcqBm_SJP2JjUMSMbg_41.878884_-87.676555, lat:41.878884, long:-87.676555, alt2280, time(sec): 15.165642023086548
Item: 1307, Location ID: COqCyhK45NTYb5G0Xd-jug_41.879728_-87.651944, lat:41.879728, long:-87.651944, alt2283, time(sec): 17.179550647735596
Item: 1308, Location ID: oxZJqV_06_EdJw_dLz_mJg_41.880785_-87.644097, lat:41.880785, long:-87.644097, alt2277, time(sec): 16.20061445236206
Item: 1309, Location ID: 2ak46Y8_4mGoZ5fJnCk3Mw_41.882851_-87.645417, lat:41.882851, long:-87.645417, alt2280, time(sec): 13.196223258972168
Item: 1310, Location ID: EUnIM6MttLll9_Popv5YgQ_41.883402_-87.625325, lat:41.883402, long:-87.625325, alt2305, time(sec): 17.19689106941223
Item: 1311, Location ID: r59dcGg_K1DjRRyoqa8KAg_41.860309_-87.666185, lat:41.860309, long:-87.666185, alt2287, time(sec): 15.117960691452026
Item: 1312, Location ID: uGh6GmmHu-yCBuJRoY1G4w_41.860743_-87.687732, lat:41.860743, long:-87.687732, alt2287, time(sec): 15.109258890151978
Item: 1313, Location ID: -rqy09DIspAvEfb_D68ikQ_41.885015_-87.684093, lat:41.885015, long:-87.684093, alt2280, time(sec): 15.202877521514893
Item: 1314, Location ID: mPKkxbQDYpu7lpxlngZRWQ_41.883257_-87.655572, lat:41.883257, long:-87.655572, alt2283, time(sec): 15.180050134658813
Item: 1315, Location ID: dcyBHrHbnZM7dBO7NQVExQ_41.890529_-87.637016, lat:41.890529, long:-87.637016, alt2289, time(sec): 16.19806218147278
Item: 1316, Location ID: Bk_sjwiRUUIrtbg6-qaztg_41.852137_-87.642504, lat:41.852137, long:-87.642504, alt2281, time(sec): 15.172659873962402
Item: 1317, Location ID: rm1FgWPL1l2Az1vFzFBqYg_41.868782_-87.621101, lat:41.868782, long:-87.621101, alt2283, time(sec): 16.16212797164917
Item: 1318, Location ID: HveFiBEIUCH5E1ruUtE-0g_41.886069_-87.659401, lat:41.886069, long:-87.659401, alt2280, time(sec): 14.144567251205444
Item: 1319, Location ID: BbIbGNegfYTJ_0GYm_ICMQ_41.866377_-87.627496, lat:41.866377, long:-87.627496, alt2283, time(sec): 15.14767050743103
Item: 1320, Location ID: I1iAVXyHu5L9FeACwl1TAg_41.854153_-87.667183, lat:41.854153, long:-87.667183, alt2283, time(sec): 15.138575077056885
Item: 1321, Location ID: f9VUIBPg2IeZMfmiGG5aqg_41.870890_-87.673744, lat:41.87089, long:-87.673744, alt2290, time(sec): 16.146680116653442
Item: 1322, Location ID: aPvj2Nk1I7QbdmhtEXyYyw_41.871373_-87.651117, lat:41.871373, long:-87.651117, alt2322, time(sec): 16.196791410446167
Item: 1323, Location ID: AMabUvapXznchRuovz-FFQ_41.885548_-87.660336, lat:41.885548, long:-87.660336, alt2282, time(sec): 14.121011734008789
Item: 1324, Location ID: mWpBSs7zdMZdPl3pGQ_K1Q_41.877333_-87.661907, lat:41.877333, long:-87.661907, alt2283, time(sec): 16.176994562149048
Item: 1325, Location ID: Vc1lVHVNvaOftvRbi7Dj2g_41.889605_-87.664553, lat:41.889605, long:-87.664553, alt2279, time(sec): 15.169800043106079
Item: 1326, Location ID: gZuU8FzbG8i0gV_bo3xulQ_41.882925_-87.660945, lat:41.882925, long:-87.660945, alt2286, time(sec): 14.176380395889282
Item: 1327, Location ID: t69rVx5ws5j_wTdd-BJtZw_41.876117_-87.633738, lat:41.876117, long:-87.633738, alt2279, time(sec): 16.15656065940857
Item: 1328, Location ID: i9Mh3FQ98JA4yHvFQ5nVGQ_41.855431_-87.627634, lat:41.855431, long:-87.627634, alt2286, time(sec): 15.150510549545288
Item: 1329, Location ID: vLOUieqhHU5jWV5fyEHJmQ_41.890616_-87.654036, lat:41.890616, long:-87.654036, alt2281, time(sec): 15.130794286727905
Item: 1330, Location ID: 95d-_d_Rg2mqXjyxcXRX7g_41.882057_-87.623285, lat:41.882057, long:-87.623285, alt2290, time(sec): 16.20705223083496
Item: 1331, Location ID: O9glaVay27P2DOTQk2p1ZA_41.886781_-87.648262, lat:41.886781, long:-87.648262, alt2287, time(sec): 15.185559749603271
Item: 1332, Location ID: um8pSx90mroifUFLA0y2Ug_41.877565_-87.684557, lat:41.877565, long:-87.684557, alt2283, time(sec): 15.140844821929932
Item: 1333, Location ID: w5oSaXU8HPUTse9VbPQWrQ_41.891809_-87.644369, lat:41.891809, long:-87.644369, alt2281, time(sec): 15.115010261535645
Item: 1334, Location ID: uLGj-x2QmEH_Bxp1L2KlaQ_41.870711_-87.680283, lat:41.870711, long:-87.680283, alt2280, time(sec): 15.13702654838562
Item: 1335, Location ID: uQOU9F68YLqpVV5yJLVBVA_41.882340_-87.672686, lat:41.88234, long:-87.672686, alt2281, time(sec): 15.176002264022827
Item: 1336, Location ID: A_9rcnqQFNutKHgz-beVXg_41.891199_-87.644836, lat:41.891199, long:-87.644836, alt2280, time(sec): 14.133554697036743
Item: 1337, Location ID: VFMXk5_z5U10Ob6Hfr6yWw_41.893013_-87.687131, lat:41.893013, long:-87.687131, alt2283, time(sec): 15.232931852340698
Item: 1338, Location ID: azzsZ3tT9CtahI5LvlEnmQ_41.878049_-87.640354, lat:41.878049, long:-87.640354, alt2278, time(sec): 16.140962839126587
Item: 1339, Location ID: G2JNJdCjBnc7ZSzuCwk-lQ_41.859555_-87.642933, lat:41.859555, long:-87.642933, alt2281, time(sec): 15.143882036209106
Item: 1340, Location ID: zk1uksGOjuVAXcL_7XP7xQ_41.892707_-87.677751, lat:41.892707, long:-87.677751, alt2280, time(sec): 16.184561252593994
Item: 1341, Location ID: 5FF90oj7hFklBjPxYCIYhA_41.876230_-87.635219, lat:41.87623, long:-87.635219, alt2294, time(sec): 15.12139105796814
Item: 1342, Location ID: rG8JlQ0ZSvEdSlNpyIs4GA_41.885065_-87.639839, lat:41.885065, long:-87.639839, alt2298, time(sec): 16.12428617477417
