ExpID: 1767266869
Start Location: 889
Location: Chicago
Number of Location: 1000
StartTime: 2026-01-01 06:27:49.627608

Item: 889, Location ID: Zbq-VZlFcrwFFvEO4mXNfA_41.874229_-87.657244, lat:41.874229, long:-87.657244, alt286, time(sec): 88.37494683265686
Item: 1064, Location ID: j6vNEABB6p-PY5HIeANoXA_41.873197_-87.645535, lat:41.873197, long:-87.645535, alt282, time(sec): 91.22781825065613
Item: 1065, Location ID: YzIIosb-MU_HKeZ0QB3E1A_41.885689_-87.644729, lat:41.885689, long:-87.644729, alt287, time(sec): 99.19432854652405
Item: 1066, Location ID: G1GDpDcAIncELpb3OJI4oA_41.885090_-87.634565, lat:41.88509, long:-87.634565, alt283, time(sec): 125.17705488204956
Item: 1067, Location ID: z6SuiVcUsYI5gFHK1i7XUg_41.880671_-87.690033, lat:41.880671, long:-87.690033, alt284, time(sec): 85.20179057121277
Item: 1068, Location ID: FObBOWlXGEDdbLvhJ72E-w_41.865096_-87.666928, lat:41.865096, long:-87.666928, alt283, time(sec): 84.22490644454956
Item: 1069, Location ID: 7AefvcoYRp4q8fl3fgU1sw_41.873205_-87.680962, lat:41.873205, long:-87.680962, alt279, time(sec): 86.20735812187195
Item: 1070, Location ID: 23m2RP40p5K4ebBqpyd9eQ_41.855959_-87.672931, lat:41.855959, long:-87.672931, alt286, time(sec): 85.22120547294617
Item: 1071, Location ID: 3ybwB1ntSMn-wcgdB7SqKA_41.857556_-87.663242, lat:41.857556, long:-87.663242, alt282, time(sec): 86.22348356246948
Item: 1072, Location ID: 1UPAC0rL38eBs8wSWKlSyQ_41.868999_-87.655616, lat:41.868999, long:-87.655616, alt286, time(sec): 89.22250080108643
Item: 1073, Location ID: EFJj3WRjSmD9pAT6QCO3SQ_41.875295_-87.618555, lat:41.875295, long:-87.618555, alt281, time(sec): 88.21518325805664
Item: 1074, Location ID: w0kJ6Rgbv0KJxiNcf9kl6Q_41.859127_-87.669476, lat:41.859127, long:-87.669476, alt282, time(sec): 83.21302604675293
Item: 1075, Location ID: JaCsm_8H0IgWYR8Hl9dcIA_41.884672_-87.647412, lat:41.884672, long:-87.647412, alt277, time(sec): 96.20285248756409
Item: 1076, Location ID: x8grGzk-quZSznvFW_0BvQ_41.863823_-87.618689, lat:41.863823, long:-87.618689, alt285, time(sec): 97.22005319595337
Item: 1077, Location ID: hd2gJjOC5OqU342g6s8Mag_41.873891_-87.687665, lat:41.873891, long:-87.687665, alt280, time(sec): 84.21565294265747
Item: 1078, Location ID: zVGuKOjooTzN2J2OXW4dCg_41.883801_-87.639754, lat:41.883801, long:-87.639754, alt294, time(sec): 112.19986939430237
Item: 1079, Location ID: uW0Sa5PCQDxAfHiN3COj1A_41.864615_-87.629396, lat:41.864615, long:-87.629396, alt282, time(sec): 91.22173047065735
Item: 1080, Location ID: Ezl7LiN8NtYnYlQVDRUI8g_41.868444_-87.655982, lat:41.868444, long:-87.655982, alt285, time(sec): 88.21294212341309
Item: 1081, Location ID: KgrukfiZihcImNcQiRE8kQ_41.891901_-87.628048, lat:41.891901, long:-87.628048, alt308, time(sec): 119.19622683525085
Item: 1082, Location ID: XiP_XYsRxM0E_FSAaynQqg_41.891546_-87.677320, lat:41.891546, long:-87.67732, alt283, time(sec): 87.20841312408447
Item: 1083, Location ID: 5q9wm22ZKfVHvId0EYM9pw_41.893231_-87.673450, lat:41.893231, long:-87.67345, alt283, time(sec): 93.22539949417114
Item: 1084, Location ID: e6cxBNeWESr0ZOv1_nob5A_41.871271_-87.678935, lat:41.871271, long:-87.678935, alt281, time(sec): 91.21574544906616
Item: 1085, Location ID: wKP0t4pHtbZiY66nX_giSA_41.880072_-87.617636, lat:41.880072, long:-87.617636, alt282, time(sec): 114.21818804740906
Item: 1086, Location ID: pKyQiGuiRBpl8kdbno8bng_41.860483_-87.628988, lat:41.860483, long:-87.628988, alt281, time(sec): 152.18826532363892
Item: 1087, Location ID: tTQykg1Vto35nosntQG9Aw_41.880627_-87.664423, lat:41.880627, long:-87.664423, alt283, time(sec): 208.18292093276978
Item: 1088, Location ID: 9gMKM_6hCLfkMJcGZFduyg_41.868425_-87.671550, lat:41.868425, long:-87.67155, alt289, time(sec): 269.1752862930298
Item: 1089, Location ID: ZYGbP2gGeZKmny5pULf-uQ_41.888797_-87.672269, lat:41.888797, long:-87.672269, alt285, time(sec): 274.1606481075287
Item: 1090, Location ID: 96x-rWW2FEQ_eW7MziUSvQ_41.892597_-87.624117, lat:41.892597, long:-87.624117, alt300, time(sec): 734.2256329059601
Item: 1091, Location ID: r0yuq8dwXMXaAjzAhU7O6A_41.885485_-87.661619, lat:41.885485, long:-87.661619, alt280, time(sec): 469.21268796920776
Item: 1092, Location ID: sTiGk7oGVYIt2hDsybje9A_41.891793_-87.687350, lat:41.891793, long:-87.68735, alt282, time(sec): 438.2028181552887
Item: 1093, Location ID: 3aDjlhBSS2Xi8DhYZVe-qA_41.857861_-87.624158, lat:41.857861, long:-87.624158, alt284, time(sec): 607.2295711040497
Item: 1094, Location ID: aog4T0E32IZTkcXIOXJfIw_41.881746_-87.665825, lat:41.881746, long:-87.665825, alt283, time(sec): 285.20052695274353
Item: 1095, Location ID: Pp6dDaMtpRufVnxYUdI8RQ_41.890630_-87.624062, lat:41.89063, long:-87.624062, alt306, time(sec): 126.18786692619324
Item: 1096, Location ID: oHg1Lo8TTm5Ip497hhjOsA_41.873457_-87.684986, lat:41.873457, long:-87.684986, alt283, time(sec): 86.21103429794312
Item: 1097, Location ID: 3_oAWdXUhCS_RWeI2TiNGQ_41.886330_-87.648070, lat:41.88633, long:-87.64807, alt279, time(sec): 103.20199203491211
Item: 1098, Location ID: iqUI91A97_icJ2NOYGRx-w_41.878638_-87.641086, lat:41.878638, long:-87.641086, alt301, time(sec): 120.20496439933777
Item: 1099, Location ID: -BSuKlGppfJljM5ExRIyqg_41.864086_-87.671872, lat:41.864086, long:-87.671872, alt284, time(sec): 89.22609114646912
Item: 1100, Location ID: nYBU2npUhxLCX_JvO-FnWg_41.872400_-87.635711, lat:41.8724, long:-87.635711, alt272, time(sec): 98.20119976997375
Item: 1101, Location ID: XpxFUVlBfs103WE2l0klqw_41.890456_-87.675041, lat:41.890456, long:-87.675041, alt283, time(sec): 92.1908929347992
Item: 1102, Location ID: 9kFLWyQzZko42jmDQ8_8Dw_41.891424_-87.689415, lat:41.891424, long:-87.689415, alt285, time(sec): 88.22346949577332
Item: 1103, Location ID: lbJ-71eTYcfNbjCWvAFiBw_41.893125_-87.639521, lat:41.893125, long:-87.639521, alt303, time(sec): 111.19468951225281
Item: 1104, Location ID: YbwtdYQdOWlNw5Pydtfq3Q_41.874063_-87.626024, lat:41.874063, long:-87.626024, alt288, time(sec): 116.19663143157959
Item: 1105, Location ID: nZ2VZmXibZctYolBdIeRbQ_41.875107_-87.634160, lat:41.875107, long:-87.63416, alt282, time(sec): 110.2109625339508
Item: 1106, Location ID: ssjqRbZrgUp16ewfY_ojCg_41.856301_-87.621550, lat:41.856301, long:-87.62155, alt286, time(sec): 103.22148942947388
Item: 1107, Location ID: p_BNepFmQuWWrjnFHLerzA_41.854274_-87.642059, lat:41.854274, long:-87.642059, alt283, time(sec): 96.21152949333191
Item: 1108, Location ID: A23Gdb0InHoExavkm_ZR4w_41.858600_-87.673985, lat:41.8586, long:-87.673985, alt284, time(sec): 86.23266863822937
Item: 1109, Location ID: wE8GIj3sss6YKYNwzTOVQQ_41.882609_-87.638209, lat:41.882609, long:-87.638209, alt277, time(sec): 124.19964170455933
Item: 1110, Location ID: shMniOK1r-g_tZSpu31gMg_41.874924_-87.645619, lat:41.874924, long:-87.645619, alt278, time(sec): 96.19831705093384
Item: 1111, Location ID: e9jZFrDgmiGRdLSVmN43kQ_41.872947_-87.629119, lat:41.872947, long:-87.629119, alt301, time(sec): 113.21669149398804
Item: 1112, Location ID: 33bUSgYgqPh107LNjXOAHQ_41.854828_-87.687322, lat:41.854828, long:-87.687322, alt285, time(sec): 87.20540475845337
Item: 1113, Location ID: doIhoEJxAUGNxPAgbnGg9g_41.883287_-87.623323, lat:41.883287, long:-87.623323, alt288, time(sec): 126.21383357048035
Item: 1114, Location ID: ZrV9UHYGka-tS0egdrSXUA_41.874256_-87.665113, lat:41.874256, long:-87.665113, alt284, time(sec): 97.1995096206665
Item: 1115, Location ID: sjMVDUyucugJzTm8CYYDAA_41.871578_-87.670998, lat:41.871578, long:-87.670998, alt285, time(sec): 95.21817970275879
Item: 1116, Location ID: hfBYdZuKFIh2uKsKWY-lfQ_41.894283_-87.666644, lat:41.894283, long:-87.666644, alt283, time(sec): 98.23160409927368
Item: 1117, Location ID: jLv-yDmjfrscaXCfyHuIMw_41.886085_-87.629510, lat:41.886085, long:-87.62951, alt280, time(sec): 136.19084119796753
Item: 1118, Location ID: bD2bXVexRcM3IozjkeOUSQ_41.879487_-87.617476, lat:41.879487, long:-87.617476, alt279, time(sec): 90.20471549034119
Item: 1119, Location ID: N2I-fXY-dqC_GGzzNae7zw_41.879015_-87.624433, lat:41.879015, long:-87.624433, alt311, time(sec): 117.19891023635864
Item: 1120, Location ID: AC6upPace-x-efZ-3auAug_41.893367_-87.649666, lat:41.893367, long:-87.649666, alt281, time(sec): 96.19796466827393
Item: 1121, Location ID: l38DM9difIBYoQOlpO8q-Q_41.872769_-87.623239, lat:41.872769, long:-87.623239, alt288, time(sec): 105.20583844184875
Item: 1122, Location ID: 2tYzpPKA2CWaG9nJqqXL9Q_41.891177_-87.649951, lat:41.891177, long:-87.649951, alt274, time(sec): 94.20664763450623
Item: 1123, Location ID: tNlgKFrmC9I58JIitF_zAw_41.892789_-87.673917, lat:41.892789, long:-87.673917, alt283, time(sec): 95.22140288352966
Item: 1124, Location ID: NLuB-Wj9Gx2WmqpV8JyG9g_41.889031_-87.643806, lat:41.889031, long:-87.643806, alt295, time(sec): 103.23222947120667
Item: 1125, Location ID: U29I8I0UfrSH9l4APRZ1iQ_41.877346_-87.626090, lat:41.877346, long:-87.62609, alt282, time(sec): 120.20045614242554
Item: 1126, Location ID: CQ4m0BHSErcIENNexAtWrA_41.852686_-87.685061, lat:41.852686, long:-87.685061, alt283, time(sec): 85.22332859039307
Item: 1127, Location ID: Hs8vFceQDP_UTIw06uGB8Q_41.870914_-87.617225, lat:41.870914, long:-87.617225, alt277, time(sec): 86.23833203315735
Item: 1128, Location ID: p5QDTvJ1cNxMt6FsfjjzZg_41.861893_-87.642008, lat:41.861893, long:-87.642008, alt281, time(sec): 90.21639442443848
Item: 1129, Location ID: JgWr4chbA61YGkm6ksZSYQ_41.852399_-87.684377, lat:41.852399, long:-87.684377, alt284, time(sec): 88.22580552101135
Item: 1130, Location ID: qSeXF7ZUGtRt-FG03K0QVg_41.855296_-87.661231, lat:41.855296, long:-87.661231, alt282, time(sec): 85.22669458389282
Item: 1131, Location ID: P6CsigKzePavzEixQygEKw_41.863285_-87.628445, lat:41.863285, long:-87.628445, alt283, time(sec): 93.22046709060669
Item: 1132, Location ID: r0X0bnVpP29D3o5MsBmjzw_41.852150_-87.643218, lat:41.85215, long:-87.643218, alt281, time(sec): 89.23259568214417
Item: 1133, Location ID: eiyjtkjQb3cFusOx3dSutg_41.862302_-87.686743, lat:41.862302, long:-87.686743, alt283, time(sec): 83.20512413978577
Item: 1134, Location ID: -Fttm0OijH_I0Ilc8KQZVg_41.874366_-87.685624, lat:41.874366, long:-87.685624, alt281, time(sec): 84.22322583198547
Item: 1135, Location ID: MrUQYsTi3xw6nijHw32d3A_41.877598_-87.682610, lat:41.877598, long:-87.68261, alt284, time(sec): 85.21758913993835
Item: 1136, Location ID: L5sZe4jxsCeyJ52AyNz8pQ_41.894367_-87.659427, lat:41.894367, long:-87.659427, alt282, time(sec): 94.21851301193237
Item: 1137, Location ID: wcBCnZNv2KITZGbFw-hKiA_41.852412_-87.660626, lat:41.852412, long:-87.660626, alt283, time(sec): 86.2301995754242
Item: 1138, Location ID: KWfHoNqNIfv62gQVWaR0VA_41.882619_-87.680787, lat:41.882619, long:-87.680787, alt285, time(sec): 85.22490382194519
Item: 1139, Location ID: rZOOGRMg1D8NFJodaYKXfQ_41.879931_-87.654664, lat:41.879931, long:-87.654664, alt283, time(sec): 98.22256708145142
Item: 1140, Location ID: juZ5KPbfWQx1sMqfx-N-_Q_41.859791_-87.623177, lat:41.859791, long:-87.623177, alt287, time(sec): 95.20011019706726
Item: 1141, Location ID: mctkn9XrOAGfOtCB6Iqwlg_41.868320_-87.618673, lat:41.86832, long:-87.618673, alt288, time(sec): 92.2110800743103
Item: 1142, Location ID: p1BBqf3Y1S_jaY6F9lWdSw_41.879351_-87.639626, lat:41.879351, long:-87.639626, alt282, time(sec): 114.2083945274353
Item: 1143, Location ID: wIDtJHwUCg_PlUUaYPVU2A_41.882940_-87.674271, lat:41.88294, long:-87.674271, alt285, time(sec): 89.21958613395691
Item: 1144, Location ID: 0RpmA2xvGo-CSJFL95pfnw_41.852392_-87.661905, lat:41.852392, long:-87.661905, alt279, time(sec): 84.22262859344482
Item: 1145, Location ID: r84vVQA6WMVowPOmPpuhmw_41.892737_-87.675881, lat:41.892737, long:-87.675881, alt283, time(sec): 89.22223973274231
Item: 1146, Location ID: OPnxZYZgDBdFe9fqAP3hMA_41.872342_-87.680040, lat:41.872342, long:-87.68004, alt280, time(sec): 88.20660185813904
Item: 1147, Location ID: xOd6dtGmd88WN90RbDqDwg_41.869352_-87.687079, lat:41.869352, long:-87.687079, alt281, time(sec): 82.22180223464966
Item: 1148, Location ID: QPKLzIsDO71ryAAGBJZpIw_41.891156_-87.680907, lat:41.891156, long:-87.680907, alt283, time(sec): 87.22607564926147
Item: 1149, Location ID: Gsstmca4gkdOP_vvdzh06w_41.891340_-87.647800, lat:41.89134, long:-87.6478, alt281, time(sec): 94.20871353149414
Item: 1150, Location ID: M4ODYko7SzUlbR2-a8r42A_41.889885_-87.687904, lat:41.889885, long:-87.687904, alt285, time(sec): 83.22116756439209
Item: 1151, Location ID: zLUaFeLQiyeWbgClrPkDaQ_41.862516_-87.656276, lat:41.862516, long:-87.656276, alt283, time(sec): 88.20712161064148
Item: 1152, Location ID: seUyn1Jo9et13qxkHF9CVA_41.889010_-87.650209, lat:41.88901, long:-87.650209, alt281, time(sec): 96.2163519859314
Item: 1153, Location ID: NaEGYMQGlw9uWP4KIN-3Mg_41.890635_-87.618608, lat:41.890635, long:-87.618608, alt280, time(sec): 109.20779061317444
Item: 1154, Location ID: pvRMhc0U2e3TgpxaiIVAxg_41.880205_-87.690400, lat:41.880205, long:-87.6904, alt285, time(sec): 82.20701956748962
Item: 1155, Location ID: MX-DNSg_s5TgWWnVFOR5-A_41.889312_-87.669550, lat:41.889312, long:-87.66955, alt282, time(sec): 89.20998692512512
Item: 1156, Location ID: hYPB__yg3R9gEzBvyDS0yA_41.890757_-87.680137, lat:41.890757, long:-87.680137, alt285, time(sec): 85.21768999099731
Item: 1157, Location ID: ZGE9ScKgsyL7_5d3CXmnsA_41.873108_-87.660244, lat:41.873108, long:-87.660244, alt284, time(sec): 91.2167420387268
Item: 1158, Location ID: DYcWDS2RJhL-kVdIrlZ_yg_41.875902_-87.680609, lat:41.875902, long:-87.680609, alt281, time(sec): 86.23635816574097
Item: 1159, Location ID: ZPo37jPDsDs90yUF6R4E5g_41.870996_-87.681266, lat:41.870996, long:-87.681266, alt284, time(sec): 83.21747589111328
Item: 1160, Location ID: 7CPODHya2-u-gbzgNSyAfg_41.892934_-87.664634, lat:41.892934, long:-87.664634, alt283, time(sec): 93.21568059921265
Item: 1161, Location ID: xTxI6PSq-Dmq-4XSWM7elQ_41.875365_-87.647872, lat:41.875365, long:-87.647872, alt281, time(sec): 97.21423268318176
Item: 1162, Location ID: GWDLF8GMbpEZLU3wipU6eg_41.869477_-87.638063, lat:41.869477, long:-87.638063, alt283, time(sec): 88.21029758453369
Item: 1163, Location ID: 0hwRfZ1l607Emvzm51Uogw_41.881341_-87.674597, lat:41.881341, long:-87.674597, alt292, time(sec): 85.21585273742676
Item: 1164, Location ID: WSYeah8boYMq6cU5-wHkIg_41.853314_-87.661207, lat:41.853314, long:-87.661207, alt282, time(sec): 85.21157670021057
Item: 1165, Location ID: aa33S9EwIR6vi0-IqCYNoA_41.866659_-87.642143, lat:41.866659, long:-87.642143, alt284, time(sec): 86.21989727020264
Item: 1166, Location ID: IeKV22LtwK0ge0gD9T75-w_41.877738_-87.628782, lat:41.877738, long:-87.628782, alt327, time(sec): 1837.6868579387665
Item: 1167, Location ID: OvPXK-r27DgRzjQi4biJ7A_41.867473_-87.686633, lat:41.867473, long:-87.686633, alt282, time(sec): 86.54177832603455
Item: 1168, Location ID: 0wkOprKCqYb61Myg-UH0Ww_41.883961_-87.666793, lat:41.883961, long:-87.666793, alt286, time(sec): 93.51155424118042
Item: 1169, Location ID: LuCPLxLOEalEMfMghHw7rQ_41.889980_-87.632764, lat:41.88998, long:-87.632764, alt284, time(sec): 116.4105293750763
Item: 1170, Location ID: 0eGsr5QJCilRbeqb5Of1pQ_41.853202_-87.669735, lat:41.853202, long:-87.669735, alt283, time(sec): 91.61690783500671
Item: 1171, Location ID: w2wB9AKradRAT5kC_fXpAQ_41.889004_-87.674399, lat:41.889004, long:-87.674399, alt284, time(sec): 90.44315028190613
Item: 1172, Location ID: M7_CVoQYOCGBrQXmXYIbFg_41.891539_-87.677683, lat:41.891539, long:-87.677683, alt284, time(sec): 89.50914430618286
Item: 1173, Location ID: f5XTX2gxbiWpFribdBNc4g_41.884467_-87.627429, lat:41.884467, long:-87.627429, alt282, time(sec): 141.33754205703735
Item: 1174, Location ID: oPx5VYl9rSJxY-YM8JKoZQ_41.877134_-87.635239, lat:41.877134, long:-87.635239, alt281, time(sec): 120.44099426269531
Item: 1175, Location ID: Nh0TDANLaye0v2xFYRrpWg_41.894791_-87.677568, lat:41.894791, long:-87.677568, alt282, time(sec): 96.50100374221802
Item: 1176, Location ID: ZRgbO2afvTz5PE5HVtZNAw_41.874290_-87.647034, lat:41.87429, long:-87.647034, alt280, time(sec): 95.50343179702759
Item: 1177, Location ID: 2Q62q-fp0-b640_PW_brWQ_41.879032_-87.659880, lat:41.879032, long:-87.65988, alt283, time(sec): 97.49941420555115
Item: 1178, Location ID: -ZOK9WgTPxdhCSXjtr6sTw_41.882173_-87.680780, lat:41.882173, long:-87.68078, alt284, time(sec): 89.50518870353699
Item: 1179, Location ID: 1Ivz-zM_4le21cXGkMC5jA_41.855261_-87.653660, lat:41.855261, long:-87.65366, alt281, time(sec): 90.5968668460846
Item: 1180, Location ID: C8DzoocJvz0AgdT_CACTQA_41.892701_-87.674533, lat:41.892701, long:-87.674533, alt283, time(sec): 91.64827084541321
Item: 1181, Location ID: Y_BoJ5PP5JZUHYs_DhVxmg_41.859857_-87.649932, lat:41.859857, long:-87.649932, alt282, time(sec): 92.4978175163269
Item: 1182, Location ID: q6Popqm2sk1xc_ADXcQWmw_41.852592_-87.679820, lat:41.852592, long:-87.67982, alt281, time(sec): 86.45644617080688
Item: 1183, Location ID: CkE0ApV1A-tCsxZu7EUCnQ_41.894249_-87.689274, lat:41.894249, long:-87.689274, alt283, time(sec): 88.60246253013611
Item: 1184, Location ID: 1kb7YZQHIzMS2NVQfu852Q_41.865988_-87.668062, lat:41.865988, long:-87.668062, alt281, time(sec): 89.55713224411011
Item: 1185, Location ID: oVQXYPkU2N6TtXPObat7bA_41.861297_-87.654162, lat:41.861297, long:-87.654162, alt284, time(sec): 90.55077886581421
Item: 1186, Location ID: wdwEddoCDOHTlsn2_2pCNw_41.874339_-87.642820, lat:41.874339, long:-87.64282, alt285, time(sec): 98.59229016304016
Item: 1187, Location ID: oZ5dpQfCJFW5pQK16KrM9Q_41.881180_-87.633809, lat:41.88118, long:-87.633809, alt283, time(sec): 134.41078281402588
Item: 1188, Location ID: xPu0x1osgqaQzuG-eu3dOw_41.856839_-87.670109, lat:41.856839, long:-87.670109, alt281, time(sec): 89.61004161834717
Item: 1189, Location ID: 7tkwim9blFjkbcobqrOdiQ_41.858377_-87.645666, lat:41.858377, long:-87.645666, alt286, time(sec): 93.57845664024353
Item: 1190, Location ID: 1P2GsmapqBvrx0QiNUPyFQ_41.885116_-87.673626, lat:41.885116, long:-87.673626, alt281, time(sec): 88.52738809585571
Item: 1191, Location ID: _bvNuUllp4cGfudi3wBSwQ_41.853985_-87.679066, lat:41.853985, long:-87.679066, alt283, time(sec): 86.59395098686218
Item: 1192, Location ID: wREA6u46LqXfH6IoeleMnw_41.855731_-87.687443, lat:41.855731, long:-87.687443, alt284, time(sec): 82.51236820220947
Item: 1193, Location ID: RwGOmut3hUijuTmeFXuT1Q_41.868081_-87.632757, lat:41.868081, long:-87.632757, alt277, time(sec): 91.61649560928345
Item: 1194, Location ID: G8rvBI_FZZdOjKudQtAjVQ_41.874140_-87.629664, lat:41.87414, long:-87.629664, alt291, time(sec): 113.39500498771667
Item: 1195, Location ID: 51EJ9PZLBVrD51ldmE1lOQ_41.862566_-87.652382, lat:41.862566, long:-87.652382, alt283, time(sec): 88.52083420753479
Item: 1196, Location ID: OFLW8ENhRFry7PUtWR7JWA_41.875989_-87.682262, lat:41.875989, long:-87.682262, alt282, time(sec): 86.48539686203003
Item: 1197, Location ID: h_VX0Xz_3PWOpBri54Wu3A_41.861535_-87.662497, lat:41.861535, long:-87.662497, alt290, time(sec): 86.4994101524353
Item: 1198, Location ID: WhuyLsK9p9uaFR8GrRgP0Q_41.869591_-87.650868, lat:41.869591, long:-87.650868, alt282, time(sec): 95.43917346000671
Item: 1199, Location ID: V5YDJYfLeepcVHXkKE4WXg_41.886190_-87.619135, lat:41.88619, long:-87.619135, alt287, time(sec): 112.45561099052429
Item: 1200, Location ID: 7MpJe0F2Prpmy1vpTqYS1g_41.884675_-87.655211, lat:41.884675, long:-87.655211, alt284, time(sec): 102.51372003555298
Item: 1201, Location ID: hmdNXAvBmaaj1fgc2-4xWg_41.889795_-87.672505, lat:41.889795, long:-87.672505, alt283, time(sec): 90.57359719276428
Item: 1202, Location ID: Zv1ot74XNk4UchNr8Lyx6A_41.876983_-87.659450, lat:41.876983, long:-87.65945, alt279, time(sec): 93.50261306762695
Item: 1203, Location ID: __4MbMvnUqLmZyRwDl277Q_41.868921_-87.662950, lat:41.868921, long:-87.66295, alt283, time(sec): 92.69210648536682
Item: 1204, Location ID: zz67GllWEoYlr6HV9CofEA_41.885654_-87.687803, lat:41.885654, long:-87.687803, alt284, time(sec): 95.53679847717285
Item: 1205, Location ID: gjWCF3C85kxUNepQ0DzBMg_41.874425_-87.686581, lat:41.874425, long:-87.686581, alt283, time(sec): 120.53126692771912
Item: 1206, Location ID: 9xJWiXN0yAKHFSo6dKHZDQ_41.874046_-87.649868, lat:41.874046, long:-87.649868, alt283, time(sec): 189.4248604774475
Item: 1207, Location ID: Ex2eqGXyXphbR3Wsf3U7nA_41.892101_-87.688405, lat:41.892101, long:-87.688405, alt285, time(sec): 201.4490623474121
Item: 1208, Location ID: bBCGl9r8pqdrHuKZWEPtkw_41.865850_-87.677939, lat:41.86585, long:-87.677939, alt288, time(sec): 240.36164045333862
Item: 1209, Location ID: 9r_Few6wtIOtN6eqC4v8yw_41.887717_-87.674815, lat:41.887717, long:-87.674815, alt282, time(sec): 267.4335422515869
Item: 1210, Location ID: 4MDSbDFG5y7Aq9dr5UlbTg_41.885561_-87.654912, lat:41.885561, long:-87.654912, alt284, time(sec): 414.3679745197296
Item: 1211, Location ID: _XDFGxhL1kbrppuwpt3guw_41.882513_-87.691043, lat:41.882513, long:-87.691043, alt284, time(sec): 328.3919382095337
Item: 1212, Location ID: z-RsUOPBMILm3lt7P3Rr1w_41.881254_-87.679682, lat:41.881254, long:-87.679682, alt284, time(sec): 384.32393431663513
Item: 1213, Location ID: uMfxtmz0l0Nl_DI8Z7CHng_41.890110_-87.629640, lat:41.89011, long:-87.62964, alt290, time(sec): 879.433586359024
Item: 1214, Location ID: NsUo7NxqGZUeu17UJTYb6w_41.881101_-87.689124, lat:41.881101, long:-87.689124, alt283, time(sec): 426.5295124053955
Item: 1215, Location ID: f1IyPFpk8Vbug7oAfJcj5g_41.886142_-87.625260, lat:41.886142, long:-87.62526, alt283, time(sec): 174.48669290542603
Item: 1216, Location ID: e2GsBZpeM4SL8cDAb3fvHQ_41.888113_-87.656849, lat:41.888113, long:-87.656849, alt281, time(sec): 185.34051632881165
Item: 1217, Location ID: crnZKSWfAQBXQuMAm_XWtQ_41.879362_-87.624238, lat:41.879362, long:-87.624238, alt313, time(sec): 288.2106008529663
Item: 1218, Location ID: N-Kc1FUyra-hfhPUg8iqpg_41.861804_-87.691052, lat:41.861804, long:-87.691052, alt284, time(sec): 100.55509328842163
Item: 1219, Location ID: Sww5s_rIkJw6_I8RUC8Mew_41.883497_-87.683513, lat:41.883497, long:-87.683513, alt286, time(sec): 122.48081183433533
Item: 1220, Location ID: nCA8gB-vqKOVvHhz5UaZBg_41.894449_-87.682850, lat:41.894449, long:-87.68285, alt286, time(sec): 168.40042924880981
Item: 1221, Location ID: OQxAisED12Wsdmys9PsOhw_41.853912_-87.661227, lat:41.853912, long:-87.661227, alt281, time(sec): 195.4212954044342
Item: 1222, Location ID: 49gs2xmNsQ7b4rnZabv2ug_41.873113_-87.674951, lat:41.873113, long:-87.674951, alt283, time(sec): 277.2640781402588
Item: 1223, Location ID: TExaJfrNPxKQOtExS8xjsw_41.852752_-87.668207, lat:41.852752, long:-87.668207, alt283, time(sec): 254.33249592781067
Item: 1224, Location ID: rUq9-jfvKv_oCWfjnw3kfg_41.877589_-87.683175, lat:41.877589, long:-87.683175, alt282, time(sec): 296.42068552970886
Item: 1225, Location ID: Xzxppv_O1c2ILthHGRQjUg_41.888960_-87.639970, lat:41.88896, long:-87.63997, alt277, time(sec): 559.4095330238342
Item: 1226, Location ID: qXRKtMEhQZfQRlvKiwPq1Q_41.885938_-87.620642, lat:41.885938, long:-87.620642, alt293, time(sec): 805.4398109912872
Item: 1227, Location ID: KbmLLR2ZtHkJNmHUZlYEPA_41.859120_-87.670056, lat:41.85912, long:-87.670056, alt284, time(sec): 454.40871143341064
Item: 1228, Location ID: mHe5Cxj2uYeCiqjChx1INg_41.877653_-87.666100, lat:41.877653, long:-87.6661, alt282, time(sec): 368.517258644104
Item: 1229, Location ID: 06PGqZm2p0Xgrr7NmxGBHA_41.861871_-87.665579, lat:41.861871, long:-87.665579, alt283, time(sec): 96.53860330581665
Item: 1230, Location ID: uldlpDqXSJ7E3-RuGkgytA_41.892445_-87.630513, lat:41.892445, long:-87.630513, alt288, time(sec): 208.30755352973938
Item: 1231, Location ID: ySTjEOCqOISaqd2Tjd7aqg_41.853504_-87.634011, lat:41.853504, long:-87.634011, alt282, time(sec): 195.38308310508728
Item: 1232, Location ID: h9F7CTLAF_62SwSXj8RgBg_41.892370_-87.632959, lat:41.89237, long:-87.632959, alt287, time(sec): 392.35812306404114
Item: 1233, Location ID: USv6o53-qYRIphInydGtKw_41.873922_-87.653397, lat:41.873922, long:-87.653397, alt285, time(sec): 359.36834383010864
Item: 1234, Location ID: LpXTiro-nIYi5fV5imGUHg_41.874771_-87.666702, lat:41.874771, long:-87.666702, alt280, time(sec): 417.32884979248047
Item: 1235, Location ID: Df6wjj_aoCrRa4gzznmN2g_41.878779_-87.690221, lat:41.878779, long:-87.690221, alt286, time(sec): 358.30770921707153
Item: 1236, Location ID: tQiZAZLxCYZn2SocdSE8VQ_41.852967_-87.686348, lat:41.852967, long:-87.686348, alt284, time(sec): 367.3306357860565
Item: 1237, Location ID: GnGt9ZyFK9p5up22ctoQ1Q_41.883634_-87.649736, lat:41.883634, long:-87.649736, alt291, time(sec): 677.407457113266
